dteday,hour,holiday,year,workingday,temp,atemp,hum,windspeed,casual,registered,counts,spring,summer,fall,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Mon,Tue,Wed,Thu,Fri,Sat,Cloudy,Snow,Storm
2012-12-26,6,0,1,1,0.22,0.2121,0.69,0.2239,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2011-05-01,6,0,0,0,0.4,0.4091,0.82,0.0896,4,9,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-02-16,18,0,1,1,0.34,0.3333,0.87,0.1343,8,345,353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2011-09-27,9,0,0,1,0.64,0.5758,0.89,0.19399999999999998,20,173,193,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2011-10-15,7,0,0,0,0.4,0.4091,0.76,0.1045,17,40,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-04-08,20,0,1,0,0.56,0.5303,0.28,0.4179,65,146,211,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-26,10,1,0,0,0.34,0.2879,0.42,0.5224,31,39,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2012-12-30,16,0,1,0,0.28,0.2424,0.38,0.4179,31,102,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-03,9,0,0,0,0.26,0.2727,0.7,0.1045,25,99,124,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011-07-11,17,0,0,1,0.86,0.8485,0.56,0.4179,59,455,514,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-09-07,5,0,0,1,0.56,0.5303,1.0,0.1343,1,15,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2011-07-25,21,0,0,1,0.7,0.6667,0.84,0.0,41,153,194,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-06-18,19,0,0,0,0.74,0.6667,0.51,0.1045,99,227,326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-08-29,19,0,1,1,0.7,0.6515,0.54,0.19399999999999998,120,523,643,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-07,5,0,0,0,0.46,0.4545,0.59,0.1343,4,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-10-31,16,0,0,1,0.42,0.4242,0.54,0.1642,30,242,272,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2012-08-29,15,0,1,1,0.76,0.6818,0.4,0.19399999999999998,96,242,338,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-05-11,13,0,0,1,0.62,0.6212,0.5,0.0,36,157,193,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-16,9,0,1,1,0.76,0.7121,0.62,0.1642,51,297,348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-02-22,19,0,0,1,0.2,0.1818,0.47,0.2836,4,114,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-24,0,0,1,1,0.6,0.5606,0.83,0.0896,7,49,56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-25,4,0,0,1,0.18,0.2121,0.74,0.1045,3,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-12,6,0,0,0,0.12,0.1364,0.93,0.19399999999999998,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-10-15,11,0,0,0,0.56,0.5303,0.4,0.3881,153,221,374,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-06-16,11,0,1,0,0.66,0.6212,0.39,0.1642,213,353,566,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-04-24,17,0,0,0,0.66,0.6212,0.65,0.2985,142,189,331,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-21,22,0,0,1,0.42,0.4242,0.38,0.0896,31,106,137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-11-03,6,0,1,0,0.32,0.3182,0.49,0.19399999999999998,4,17,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2012-11-10,23,0,1,0,0.36,0.3636,0.71,0.1045,26,120,146,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-11-12,21,1,1,0,0.54,0.5152,0.73,0.2239,10,145,155,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2012-01-27,6,0,1,1,0.42,0.4242,1.0,0.3284,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2012-09-18,21,0,1,1,0.6,0.5455,0.88,0.19399999999999998,21,186,207,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2012-01-29,13,0,1,0,0.32,0.303,0.26,0.2239,78,238,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-13,1,0,0,1,0.64,0.6061,0.73,0.2239,6,10,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-03-09,4,0,1,1,0.4,0.4091,0.66,0.2836,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012-03-16,6,0,1,1,0.4,0.4091,0.87,0.1642,3,96,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011-05-19,16,0,0,1,0.58,0.5455,0.64,0.19399999999999998,55,247,302,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-10-21,22,0,1,0,0.42,0.4242,0.54,0.0,18,95,113,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-03-31,8,0,1,0,0.36,0.3485,0.87,0.19399999999999998,19,126,145,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-03-17,14,0,1,0,0.62,0.6212,0.53,0.0896,352,338,690,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-07-07,14,0,0,1,0.86,0.7879,0.41,0.2537,39,121,160,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-09-04,13,0,0,0,0.78,0.7424,0.62,0.2836,245,174,419,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-07-23,2,0,0,0,0.82,0.7727,0.52,0.0,13,48,61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-11-28,19,0,1,1,0.32,0.3182,0.36,0.1642,9,378,387,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2011-03-14,11,0,0,1,0.36,0.3333,0.4,0.2537,26,45,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-08-23,21,0,1,1,0.7,0.6515,0.61,0.1343,53,276,329,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-11-14,19,0,0,1,0.6,0.6212,0.53,0.2985,28,274,302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2012-09-24,10,0,1,1,0.54,0.5152,0.49,0.2239,52,146,198,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011-10-17,4,0,0,1,0.52,0.5,0.59,0.1642,2,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2011-03-08,5,0,0,1,0.2,0.2273,0.69,0.1045,2,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-04,17,0,1,1,0.2,0.19699999999999998,0.4,0.19399999999999998,9,272,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-11-25,20,0,1,0,0.24,0.2879,0.6,0.0,9,110,119,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-01-17,2,0,1,1,0.28,0.2727,0.75,0.2537,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2011-01-09,13,0,0,0,0.2,0.1667,0.34,0.4478,6,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-02,4,0,0,0,0.62,0.6061,0.61,0.0,3,8,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-04-11,10,0,1,1,0.34,0.303,0.49,0.3284,26,127,153,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-12-29,0,0,1,0,0.24,0.2424,0.7,0.0,1,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
2011-06-21,15,0,0,1,0.78,0.7424,0.59,0.2537,42,128,170,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-11-29,15,0,0,1,0.4,0.4091,0.87,0.3284,5,60,65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2012-01-01,0,0,1,0,0.36,0.3788,0.66,0.0,5,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-16,6,0,0,0,0.26,0.2576,0.56,0.1642,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-03-15,20,0,1,1,0.58,0.5455,0.6,0.3582,60,270,330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2011-09-06,19,0,0,1,0.54,0.5152,0.88,0.4179,12,269,281,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2012-10-09,20,0,1,1,0.5,0.4848,0.72,0.1642,30,330,360,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-09-05,22,1,0,0,0.6,0.5455,0.88,0.5821,15,49,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2012-05-09,19,0,1,1,0.5,0.4848,0.77,0.3582,2,96,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2012-03-23,7,0,1,1,0.5,0.4848,0.93,0.1343,28,318,346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011-12-15,4,0,0,1,0.32,0.303,0.7,0.2239,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2012-03-24,16,0,1,0,0.5,0.4848,0.94,0.2985,49,128,177,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011-11-24,21,1,0,0,0.36,0.3485,0.71,0.1642,7,19,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2011-11-01,19,0,0,1,0.42,0.4242,0.58,0.0896,39,274,313,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2011-04-24,3,0,0,0,0.5,0.4848,0.94,0.0896,4,20,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-25,14,0,0,0,0.66,0.6061,0.78,0.0,116,231,347,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011-09-22,8,0,0,1,0.6,0.5,1.0,0.1642,26,389,415,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2011-09-27,1,0,0,1,0.62,0.5455,0.94,0.1642,4,6,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2012-07-30,8,0,1,1,0.72,0.6970000000000001,0.74,0.1045,31,720,751,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-05-30,13,1,0,0,0.86,0.7879,0.44,0.0896,133,217,350,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-11-19,7,0,0,0,0.24,0.2273,0.6,0.2537,3,38,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-06-26,8,0,1,1,0.56,0.5303,0.49,0.3284,34,622,656,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-01-14,14,0,1,0,0.24,0.2121,0.41,0.2985,52,179,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-05-03,5,0,1,1,0.46,0.4545,0.88,0.2537,1,20,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2012-05-23,14,0,1,1,0.68,0.6364,0.65,0.1343,67,181,248,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-08-03,2,0,0,1,0.78,0.7121,0.49,0.1642,2,9,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2012-11-05,15,0,1,1,0.38,0.3939,0.4,0.2836,24,207,231,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2011-09-11,0,0,0,0,0.62,0.5606,0.88,0.0,29,79,108,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-28,21,0,0,1,0.74,0.6970000000000001,0.66,0.2836,31,164,195,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-04-08,9,0,0,1,0.36,0.3485,0.76,0.19399999999999998,17,168,185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2012-10-15,23,0,1,1,0.46,0.4545,0.63,0.2239,9,72,81,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2012-02-22,15,0,1,1,0.5,0.4848,0.31,0.4179,34,161,195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-10-15,18,0,1,1,0.54,0.5152,0.77,0.1343,52,540,592,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2011-04-05,12,0,0,1,0.34,0.303,0.71,0.3881,6,32,38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-07-05,15,0,0,1,0.82,0.7424,0.43,0.0,51,111,162,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-02-17,8,0,0,1,0.32,0.3333,0.57,0.0896,18,267,285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-24,16,0,0,1,0.38,0.3939,0.62,0.2836,4,67,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012-04-13,13,0,1,1,0.52,0.5,0.27,0.2836,112,246,358,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-04-09,8,0,0,0,0.32,0.303,0.93,0.1642,7,47,54,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011-08-31,23,0,0,1,0.6,0.5758,0.78,0.1045,24,60,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-10-24,18,0,1,1,0.66,0.6212,0.44,0.0,63,795,858,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2011-02-16,9,0,0,1,0.24,0.2121,0.52,0.2836,2,122,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-05-27,17,0,1,0,0.78,0.7121,0.49,0.2985,275,247,522,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-05,22,0,1,1,0.72,0.6970000000000001,0.79,0.0,38,181,219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2011-10-06,1,0,0,1,0.48,0.4697,0.63,0.19399999999999998,5,17,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2011-11-27,13,0,0,0,0.54,0.5152,0.6,0.19399999999999998,97,216,313,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-08-07,8,0,1,1,0.7,0.6515,0.7,0.1642,41,664,705,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-01-26,19,0,1,1,0.4,0.4091,0.76,0.1045,11,302,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2012-05-30,6,0,1,1,0.6,0.5758,0.78,0.1045,5,139,144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011-05-04,11,0,0,1,0.4,0.4091,0.82,0.3284,3,69,72,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-11-09,21,0,1,1,0.34,0.3636,0.76,0.0,23,176,199,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-08-29,8,0,1,1,0.66,0.6212,0.61,0.1642,28,780,808,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-11-25,9,0,0,1,0.32,0.3485,0.76,0.0,25,70,95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-07-01,7,0,1,0,0.74,0.6970000000000001,0.7,0.0,13,37,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-17,23,0,0,0,0.2,0.2273,0.75,0.0,6,63,69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-01-22,2,0,1,0,0.18,0.1667,0.74,0.2836,1,46,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-06-05,5,0,1,1,0.48,0.4697,0.82,0.1642,1,35,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012-10-18,21,0,1,1,0.54,0.5152,0.77,0.19399999999999998,38,245,283,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2012-09-12,5,0,1,1,0.5,0.4848,0.72,0.0896,4,44,48,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2011-06-22,18,0,0,1,0.8,0.7727,0.59,0.2537,66,447,513,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2011-02-08,6,0,0,1,0.26,0.2273,0.7,0.3284,0,39,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-04-07,9,0,1,0,0.4,0.4091,0.3,0.2537,103,173,276,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-03-19,8,0,1,1,0.46,0.4545,0.88,0.1045,16,563,579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-05-21,18,0,0,0,0.7,0.6364,0.45,0.1642,191,253,444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-02-05,11,0,1,0,0.26,0.2576,0.7,0.19399999999999998,22,160,182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-01-08,4,0,1,0,0.32,0.303,0.49,0.2537,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-21,9,0,0,1,0.62,0.5606,0.88,0.2537,32,243,275,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-11-17,7,0,0,1,0.34,0.3182,0.61,0.2836,4,164,168,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2012-12-18,15,0,1,1,0.46,0.4545,0.44,0.4925,28,218,246,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2011-10-09,23,0,0,0,0.5,0.4848,0.88,0.1045,38,85,123,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-04-04,9,0,0,1,0.5,0.4848,0.51,0.3881,24,134,158,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-02-06,16,0,0,0,0.34,0.3485,0.49,0.1045,42,115,157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-27,1,0,0,1,0.62,0.5909,0.78,0.1343,4,11,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-07-27,21,0,1,1,0.78,0.7424,0.59,0.1045,71,189,260,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-01-03,20,0,1,1,0.12,0.1212,0.33,0.2537,0,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-02-20,23,0,0,0,0.3,0.303,0.61,0.1642,9,45,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-07-03,20,0,0,0,0.66,0.6061,0.83,0.0,83,93,176,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-10-12,4,0,1,1,0.36,0.3636,0.76,0.1045,0,8,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-02-11,0,0,1,0,0.3,0.303,0.7,0.1343,3,50,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-07-28,21,0,1,0,0.66,0.6061,0.78,0.0896,94,206,300,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-17,13,1,0,0,0.18,0.19699999999999998,0.47,0.1343,13,80,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011-12-12,23,0,0,1,0.24,0.2879,0.75,0.0,3,42,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2012-05-13,9,0,1,0,0.6,0.6212,0.56,0.1343,79,143,222,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-13,15,0,0,0,0.5,0.4848,0.42,0.3284,89,221,310,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2012-03-18,2,0,1,0,0.46,0.4545,0.82,0.1045,15,41,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-10-25,19,0,1,1,0.54,0.5152,0.83,0.19399999999999998,45,497,542,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-02-24,13,0,1,1,0.42,0.4242,0.71,0.1045,30,153,183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2011-01-25,20,0,0,1,0.24,0.2273,0.65,0.19399999999999998,16,103,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-11-14,22,0,1,1,0.28,0.3182,0.61,0.0,6,167,173,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-08-22,10,0,1,1,0.7,0.6515,0.61,0.0896,66,159,225,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-04-22,4,0,1,0,0.44,0.4394,0.77,0.1642,0,7,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-10-24,18,0,0,1,0.54,0.5152,0.6,0.0896,58,428,486,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2011-07-01,1,0,0,1,0.66,0.6212,0.5,0.0,15,16,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-08-23,8,0,0,1,0.62,0.6212,0.5,0.0,43,461,504,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-05-17,3,0,0,1,0.54,0.5152,0.94,0.2537,1,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012-06-12,3,0,1,1,0.66,0.6212,0.69,0.2537,3,9,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-03-03,16,0,1,0,0.5,0.4848,0.27,0.2985,167,300,467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-11-30,22,0,0,1,0.3,0.2727,0.56,0.2985,5,82,87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2011-04-18,5,0,0,1,0.4,0.4091,0.76,0.0896,0,16,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-07-12,8,0,0,1,0.76,0.7121,0.58,0.2239,35,382,417,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-10-23,12,0,1,1,0.62,0.6212,0.46,0.0896,80,298,378,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2011-04-11,17,0,0,1,0.74,0.6667,0.48,0.5224,100,352,452,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-06-19,5,0,1,1,0.6,0.5758,0.78,0.19399999999999998,3,34,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2011-01-14,20,0,0,1,0.18,0.2424,0.59,0.0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-13,11,0,1,1,0.76,0.6818,0.4,0.0896,94,151,245,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
